query_id,query,product_id,esci_label,relevance
Q000192,anker accessories,B0013254,2,1
Q000192,anker accessories,B0011553,0,0
Q000192,anker accessories,B0010452,0,0
Q000192,anker accessories,B0001148,0,0
Q000192,anker accessories,B0006687,0,0
Q000192,anker accessories,B0009731,0,0
Q000192,anker accessories,B0009763,0,0
Q000192,anker accessories,B0010661,0,0
Q000192,anker accessories,B0006411,0,0
Q000192,anker accessories,B0013152,0,0
Q000192,anker accessories,B0011999,1,1
Q000192,anker accessories,B0011525,0,0
Q000192,anker accessories,B0002682,0,0
Q000192,anker accessories,B0013519,0,0
Q000192,anker accessories,B0013371,0,0
Q000192,anker accessories,B0010374,0,0
Q000192,anker accessories,B0011002,0,0
Q000193,amazonbasics computers,B0004802,0,0
Q000193,amazonbasics computers,B0010966,0,0
Q000193,amazonbasics computers,B0003191,0,0
Q000193,amazonbasics computers,B0011511,2,1
Q000193,amazonbasics computers,B0011504,0,0
Q000193,amazonbasics computers,B0014593,0,0
Q000193,amazonbasics computers,B0014662,1,1
Q000193,amazonbasics computers,B0014688,0,0
Q000193,amazonbasics computers,B0013640,0,0
Q000193,amazonbasics computers,B0005149,0,0
Q000193,amazonbasics computers,B0012905,2,1
Q000193,amazonbasics computers,B0016703,0,0
Q000193,amazonbasics computers,B0011333,0,0
Q000193,amazonbasics computers,B0008593,0,0
Q000193,amazonbasics computers,B0000597,0,0
Q000193,amazonbasics computers,B0010907,1,1
Q000193,amazonbasics computers,B0016467,0,0
Q000193,amazonbasics computers,B0008481,0,0
Q000193,amazonbasics computers,B0018129,0,0
Q000193,amazonbasics computers,B0019365,0,0
Q000193,amazonbasics computers,B0018303,0,0
Q000193,amazonbasics computers,B0002080,0,0
Q000193,amazonbasics computers,B0008741,0,0
Q000193,amazonbasics computers,B0005467,0,0
Q000193,amazonbasics computers,B0001526,0,0
Q000193,amazonbasics computers,B0009647,2,1
Q000193,amazonbasics computers,B0013933,2,1
Q000193,amazonbasics computers,B0010380,0,0
Q000193,amazonbasics computers,B0004066,0,0
Q000193,amazonbasics computers,B0003705,0,0
Q000193,amazonbasics computers,B0018206,0,0
Q000193,amazonbasics computers,B0001219,2,1
Q000193,amazonbasics computers,B0015932,0,0
Q000193,amazonbasics computers,B0015183,0,0
Q000193,amazonbasics computers,B0004324,0,0
Q000193,amazonbasics computers,B0011401,0,0
Q000193,amazonbasics computers,B0001797,0,0
Q000193,amazonbasics computers,B0009950,0,0
Q000193,amazonbasics computers,B0011178,0,0
Q000193,amazonbasics computers,B0018977,0,0
Q000193,amazonbasics computers,B0017771,0,0
Q000193,amazonbasics computers,B0015762,0,0
Q000194,wireless lamp,B0008094,0,0
Q000194,wireless lamp,B0011711,0,0
Q000194,wireless lamp,B0002219,0,0
Q000194,wireless lamp,B0002953,0,0
Q000194,wireless lamp,B0008682,1,1
Q000194,wireless lamp,B0012928,0,0
Q000194,wireless lamp,B0000386,0,0
Q000194,wireless lamp,B0000535,0,0
Q000194,wireless lamp,B0001910,0,0
Q000194,wireless lamp,B0006328,0,0
Q000194,wireless lamp,B0012690,0,0
Q000194,wireless lamp,B0005902,0,0
Q000194,wireless lamp,B0016198,0,0
Q000194,wireless lamp,B0003954,0,0
Q000194,wireless lamp,B0006451,0,0
Q000194,wireless lamp,B0000682,1,1
Q000194,wireless lamp,B0017053,0,0
Q000194,wireless lamp,B0007246,0,0
Q000194,wireless lamp,B0015477,0,0
Q000194,wireless lamp,B0009088,0,0
Q000194,wireless lamp,B0002410,2,1
Q000194,wireless lamp,B0008490,0,0
Q000194,wireless lamp,B0001911,0,0
Q000194,wireless lamp,B0013137,0,0
Q000194,wireless lamp,B0005837,0,0
Q000194,wireless lamp,B0002060,0,0
Q000194,wireless lamp,B0002756,0,0
Q000194,wireless lamp,B0005541,0,0
Q000194,wireless lamp,B0014167,0,0
Q000194,wireless lamp,B0012192,0,0
Q000194,wireless lamp,B0001821,0,0
Q000194,wireless lamp,B0019967,0,0
Q000194,wireless lamp,B0000746,0,0
Q000194,wireless lamp,B0011031,0,0
Q000194,wireless lamp,B0015245,0,0
Q000194,wireless lamp,B0009603,0,0
Q000194,wireless lamp,B0012344,0,0
Q000194,wireless lamp,B0000367,0,0
Q000194,wireless lamp,B0014825,0,0
Q000194,wireless lamp,B0000670,0,0
Q000194,wireless lamp,B0019512,0,0
Q000194,wireless lamp,B0002857,0,0
Q000194,wireless lamp,B0016078,0,0
Q000194,wireless lamp,B0005258,0,0
Q000194,wireless lamp,B0014666,0,0
Q000194,wireless lamp,B0016009,0,0
Q000194,wireless lamp,B0003523,0,0
Q000194,wireless lamp,B0016357,0,0
Q000194,wireless lamp,B0005113,0,0
Q000194,wireless lamp,B0010024,0,0
Q000195,sony keyboard,B0018128,0,0
Q000195,sony keyboard,B0002766,0,0
Q000195,sony keyboard,B0018961,0,0
Q000195,sony keyboard,B0005100,0,0
Q000195,sony keyboard,B0011221,0,0
Q000195,sony keyboard,B0014453,2,1
Q000195,sony keyboard,B0019559,0,0
Q000195,sony keyboard,B0008380,0,0
Q000195,sony keyboard,B0000453,0,0
Q000195,sony keyboard,B0012411,0,0
Q000195,sony keyboard,B0000497,0,0
Q000195,sony keyboard,B0018095,0,0
Q000195,sony keyboard,B0018870,0,0
Q000195,sony keyboard,B0003112,2,1
Q000195,sony keyboard,B0006687,0,0
Q000195,sony keyboard,B0003994,0,0
Q000195,sony keyboard,B0017802,0,0
Q000195,sony keyboard,B0008073,0,0
Q000195,sony keyboard,B0015264,0,0
Q000195,sony keyboard,B0006618,0,0
Q000195,sony keyboard,B0009310,0,0
Q000195,sony keyboard,B0003665,0,0
Q000195,sony keyboard,B0006322,0,0
Q000195,sony keyboard,B0005965,0,0
Q000195,sony keyboard,B0014603,2,1
Q000195,sony keyboard,B0017223,0,0
Q000195,sony keyboard,B0012002,0,0
Q000195,sony keyboard,B0004169,0,0
Q000195,sony keyboard,B0003479,0,0
Q000195,sony keyboard,B0015159,0,0
Q000195,sony keyboard,B0000873,0,0
Q000195,sony keyboard,B0001923,0,0
Q000195,sony keyboard,B0019836,0,0
Q000195,sony keyboard,B0013387,0,0
Q000195,sony keyboard,B0007382,0,0
Q000196,amazonbasics products,B0015328,0,0
Q000196,amazonbasics products,B0010238,2,1
Q000196,amazonbasics products,B0011612,1,1
Q000196,amazonbasics products,B0016261,0,0
Q000196,amazonbasics products,B0002345,0,0
Q000196,amazonbasics products,B0001770,0,0
Q000196,amazonbasics products,B0015357,0,0
Q000196,amazonbasics products,B0008447,0,0
Q000196,amazonbasics products,B0015050,0,0
Q000196,amazonbasics products,B0009877,0,0
Q000196,amazonbasics products,B0004185,0,0
Q000196,amazonbasics products,B0007386,0,0
Q000196,amazonbasics products,B0014341,0,0
Q000196,amazonbasics products,B0015870,1,1
Q000196,amazonbasics products,B0018692,0,0
Q000196,amazonbasics products,B0013275,0,0
Q000196,amazonbasics products,B0014709,0,0
Q000196,amazonbasics products,B0013743,1,1
Q000196,amazonbasics products,B0014052,0,0
Q000196,amazonbasics products,B0015641,0,0
Q000196,amazonbasics products,B0005000,0,0
Q000196,amazonbasics products,B0015903,0,0
Q000196,amazonbasics products,B0007329,0,0
Q000196,amazonbasics products,B0006013,0,0
Q000196,amazonbasics products,B0012763,0,0
Q000196,amazonbasics products,B0012446,0,0
Q000196,amazonbasics products,B0007134,0,0
Q000196,amazonbasics products,B0004426,0,0
Q000196,amazonbasics products,B0000539,0,0
Q000196,amazonbasics products,B0005547,2,1
Q000196,amazonbasics products,B0014669,0,0
Q000196,amazonbasics products,B0016054,0,0
Q000196,amazonbasics products,B0007844,1,1
Q000196,amazonbasics products,B0009343,0,0
Q000196,amazonbasics products,B0014577,1,1
Q000196,amazonbasics products,B0012059,1,1
Q000196,amazonbasics products,B0017637,0,0
Q000196,amazonbasics products,B0008722,0,0
Q000196,amazonbasics products,B0003189,0,0
Q000196,amazonbasics products,B0005488,0,0
Q000196,amazonbasics products,B0013788,0,0
Q000196,amazonbasics products,B0006038,0,0
Q000196,amazonbasics products,B0004944,0,0
Q000196,amazonbasics products,B0016122,0,0
Q000196,amazonbasics products,B0013969,1,1
Q000196,amazonbasics products,B0002915,0,0
Q000197,sports outdoors,B0002720,1,1
Q000197,sports outdoors,B0001462,0,0
Q000197,sports outdoors,B0012848,0,0
Q000197,sports outdoors,B0010489,0,0
Q000197,sports outdoors,B0012402,0,0
Q000197,sports outdoors,B0015481,0,0
Q000197,sports outdoors,B0009909,0,0
Q000197,sports outdoors,B0017996,0,0
Q000197,sports outdoors,B0008739,0,0
Q000197,sports outdoors,B0011524,0,0
Q000197,sports outdoors,B0000795,0,0
Q000197,sports outdoors,B0001515,0,0
Q000197,sports outdoors,B0014520,1,1
Q000197,sports outdoors,B0002063,0,0
Q000197,sports outdoors,B0007466,0,0
Q000197,sports outdoors,B0011281,0,0
Q000197,sports outdoors,B0016121,0,0
Q000197,sports outdoors,B0013853,0,0
Q000197,sports outdoors,B0017938,0,0
Q000197,sports outdoors,B0001048,0,0
Q000197,sports outdoors,B0015006,1,1
Q000197,sports outdoors,B0008422,0,0
Q000197,sports outdoors,B0017187,0,0
Q000197,sports outdoors,B0018928,0,0
Q000197,sports outdoors,B0002390,0,0
Q000197,sports outdoors,B0002320,0,0
Q000197,sports outdoors,B0001144,0,0
Q000197,sports outdoors,B0004505,0,0
Q000197,sports outdoors,B0008144,0,0
Q000197,sports outdoors,B0013277,0,0
Q000197,sports outdoors,B0018283,1,1
Q000197,sports outdoors,B0000578,0,0
Q000197,sports outdoors,B0017819,0,0
Q000197,sports outdoors,B0012477,0,0
Q000197,sports outdoors,B0018262,0,0
Q000197,sports outdoors,B0013815,0,0
Q000197,sports outdoors,B0004314,0,0
Q000197,sports outdoors,B0019771,0,0
Q000197,sports outdoors,B0019224,0,0
Q000197,sports outdoors,B0016022,0,0
Q000197,sports outdoors,B0013218,0,0
Q000197,sports outdoors,B0002959,0,0
Q000197,sports outdoors,B0010891,0,0
Q000197,sports outdoors,B0014459,0,0
Q000197,sports outdoors,B0009503,1,1
Q000198,ravpower,B0010616,0,0
Q000198,ravpower,B0013821,0,0
Q000198,ravpower,B0004352,0,0
Q000198,ravpower,B0010145,0,0
Q000198,ravpower,B0003030,0,0
Q000198,ravpower,B0019989,0,0
Q000198,ravpower,B0001428,0,0
Q000198,ravpower,B0000423,0,0
Q000198,ravpower,B0011435,0,0
Q000198,ravpower,B0005425,0,0
Q000198,ravpower,B0003585,0,0
Q000198,ravpower,B0001374,0,0
Q000198,ravpower,B0009918,2,1
Q000198,ravpower,B0011220,0,0
Q000198,ravpower,B0002013,0,0
Q000198,ravpower,B0012935,0,0
Q000198,ravpower,B0015634,0,0
Q000198,ravpower,B0008368,0,0
Q000198,ravpower,B0010962,0,0
Q000198,ravpower,B0017833,2,1
Q000198,ravpower,B0004162,0,0
Q000198,ravpower,B0015076,0,0
Q000198,ravpower,B0009109,0,0
Q000198,ravpower,B0005595,0,0
Q000198,ravpower,B0009112,0,0
Q000198,ravpower,B0011849,0,0
Q000198,ravpower,B0015630,0,0
Q000198,ravpower,B0005840,0,0
Q000198,ravpower,B0019630,0,0
Q000198,ravpower,B0005967,0,0
Q000198,ravpower,B0015366,0,0
Q000198,ravpower,B0011502,0,0
Q000198,ravpower,B0017093,0,0
Q000198,ravpower,B0005457,0,0
Q000198,ravpower,B0000123,0,0
Q000198,ravpower,B0004835,0,0
Q000198,ravpower,B0009578,0,0
Q000199,best coffee maker,B0000676,0,0
Q000199,best coffee maker,B0001668,0,0
Q000199,best coffee maker,B0013081,0,0
Q000199,best coffee maker,B0007965,0,0
Q000199,best coffee maker,B0010746,0,0
Q000199,best coffee maker,B0005326,0,0
Q000199,best coffee maker,B0009712,0,0
Q000199,best coffee maker,B0010018,0,0
Q000199,best coffee maker,B0016719,0,0
Q000199,best coffee maker,B0004875,0,0
Q000199,best coffee maker,B0015816,0,0
Q000199,best coffee maker,B0007516,0,0
Q000199,best coffee maker,B0015334,0,0
Q000199,best coffee maker,B0004036,0,0
Q000199,best coffee maker,B0000003,0,0
Q000199,best coffee maker,B0011760,0,0
Q000199,best coffee maker,B0004858,0,0
Q000199,best coffee maker,B0018357,0,0
Q000199,best coffee maker,B0008033,0,0
Q000199,best coffee maker,B0015256,0,0
Q000199,best coffee maker,B0009762,0,0
Q000199,best coffee maker,B0015177,0,0
Q000199,best coffee maker,B0012251,0,0
Q000199,best coffee maker,B0003883,0,0
Q000199,best coffee maker,B0016286,0,0
Q000199,best coffee maker,B0013883,0,0
Q000199,best coffee maker,B0019671,0,0
Q000199,best coffee maker,B0009851,0,0
Q000199,best coffee maker,B0003161,0,0
Q000199,best coffee maker,B0015270,0,0
Q000199,best coffee maker,B0000479,0,0
Q000199,best coffee maker,B0005999,0,0
Q000199,best coffee maker,B0002871,0,0
Q000200,amazonbasics case,B0012392,0,0
Q000200,amazonbasics case,B0011059,0,0
Q000200,amazonbasics case,B0010873,0,0
Q000200,amazonbasics case,B0008674,0,0
Q000200,amazonbasics case,B0014806,0,0
Q000200,amazonbasics case,B0006506,0,0
Q000200,amazonbasics case,B0009192,0,0
Q000200,amazonbasics case,B0011545,0,0
Q000200,amazonbasics case,B0010422,0,0
Q000200,amazonbasics case,B0005385,0,0
Q000200,amazonbasics case,B0018108,0,0
Q000200,amazonbasics case,B0010951,0,0
Q000200,amazonbasics case,B0006531,0,0
Q000200,amazonbasics case,B0007131,0,0
Q000200,amazonbasics case,B0012920,0,0
Q000200,amazonbasics case,B0019351,0,0
Q000200,amazonbasics case,B0006266,0,0
Q000200,amazonbasics case,B0008391,0,0
Q000200,amazonbasics case,B0003103,0,0
Q000200,amazonbasics case,B0016754,0,0
Q000200,amazonbasics case,B0009519,2,1
Q000200,amazonbasics case,B0015571,0,0
Q000200,amazonbasics case,B0000033,2,1
Q000200,amazonbasics case,B0013496,0,0
Q000200,amazonbasics case,B0013469,0,0
Q000200,amazonbasics case,B0006685,0,0
Q000200,amazonbasics case,B0010132,0,0
Q000200,amazonbasics case,B0019038,2,1
Q000200,amazonbasics case,B0017729,2,1
Q000200,amazonbasics case,B0008921,2,1
Q000200,amazonbasics case,B0017642,0,0
Q000200,amazonbasics case,B0011332,0,0
Q000200,amazonbasics case,B0002691,0,0
Q000200,amazonbasics case,B0014309,0,0
Q000200,amazonbasics case,B0006957,0,0
Q000200,amazonbasics case,B0017560,2,1
Q000200,amazonbasics case,B0000649,2,1
Q000200,amazonbasics case,B0008952,0,0
Q000200,amazonbasics case,B0000825,0,0
Q000200,amazonbasics case,B0014706,0,0
Q000200,amazonbasics case,B0001076,0,0
Q000200,amazonbasics case,B0014630,0,0
Q000200,amazonbasics case,B0018911,0,0
Q000200,amazonbasics case,B0007907,0,0
Q000200,amazonbasics case,B0013631,2,1
Q000200,amazonbasics case,B0018610,0,0
Q000200,amazonbasics case,B0011779,0,0
Q000200,amazonbasics case,B0005363,0,0
Q000200,amazonbasics case,B0008920,0,0
Q000200,amazonbasics case,B0004731,0,0
Q000201,case,B0003105,0,0
Q000201,case,B0003381,0,0
Q000201,case,B0008067,0,0
Q000201,case,B0003660,0,0
Q000201,case,B0013169,0,0
Q000201,case,B0002192,0,0
Q000201,case,B0011612,0,0
Q000201,case,B0005989,0,0
Q000201,case,B0019680,0,0
Q000201,case,B0017933,0,0
Q000201,case,B0008191,0,0
Q000201,case,B0012688,0,0
Q000201,case,B0005451,0,0
Q000201,case,B0011183,0,0
Q000201,case,B0000608,2,1
Q000201,case,B0013543,0,0
Q000201,case,B0015487,0,0
Q000201,case,B0014319,0,0
Q000201,case,B0010644,0,0
Q000201,case,B0012186,0,0
Q000201,case,B0001723,0,0
Q000201,case,B0006713,0,0
Q000201,case,B0007755,0,0
Q000201,case,B0009223,0,0
Q000201,case,B0013329,0,0
Q000201,case,B0008324,0,0
Q000201,case,B0017031,0,0
Q000201,case,B0003844,0,0
Q000201,case,B0018196,0,0
Q000201,case,B0006767,0,0
Q000201,case,B0010322,0,0
Q000201,case,B0004451,0,0
Q000201,case,B0012837,0,0
Q000201,case,B0016268,0,0
Q000201,case,B0017160,0,0
Q000201,case,B0001208,0,0
Q000201,case,B0000278,0,0
Q000201,case,B0004936,0,0
Q000201,case,B0000706,0,0
Q000202,sony mouse,B0000161,0,0
Q000202,sony mouse,B0004528,0,0
Q000202,sony mouse,B0019145,0,0
Q000202,sony mouse,B0000556,0,0
Q000202,sony mouse,B0003069,2,1
Q000202,sony mouse,B0010596,0,0
Q000202,sony mouse,B0017612,0,0
Q000202,sony mouse,B0017302,0,0
Q000202,sony mouse,B0005001,0,0
Q000202,sony mouse,B0019084,0,0
Q000202,sony mouse,B0000339,0,0
Q000202,sony mouse,B0007515,0,0
Q000202,sony mouse,B0016143,0,0
Q000202,sony mouse,B0010061,0,0
Q000202,sony mouse,B0019620,0,0
Q000202,sony mouse,B0008610,0,0
Q000202,sony mouse,B0001696,0,0
Q000202,sony mouse,B0001975,0,0
Q000202,sony mouse,B0018269,0,0
Q000202,sony mouse,B0005846,0,0
Q000202,sony mouse,B0003045,0,0
Q000202,sony mouse,B0011428,0,0
Q000202,sony mouse,B0003415,0,0
Q000202,sony mouse,B0005543,0,0
Q000202,sony mouse,B0016291,0,0
Q000202,sony mouse,B0004748,0,0
Q000202,sony mouse,B0012083,0,0
Q000202,sony mouse,B0004617,0,0
Q000202,sony mouse,B0011412,0,0
Q000202,sony mouse,B0007801,0,0
Q000202,sony mouse,B0009475,0,0
Q000202,sony mouse,B0013814,2,1
Q000202,sony mouse,B0016155,0,0
Q000202,sony mouse,B0006781,0,0
Q000202,sony mouse,B0007751,0,0
Q000202,sony mouse,B0018202,0,0
Q000202,sony mouse,B0009231,0,0
Q000202,sony mouse,B0010552,2,1
Q000202,sony mouse,B0011185,0,0
Q000202,sony mouse,B0019062,0,0
Q000202,sony mouse,B0000860,0,0
Q000202,sony mouse,B0010435,0,0
Q000202,sony mouse,B0016592,0,0
Q000203,amazonbasics keyboard,B0018849,0,0
Q000203,amazonbasics keyboard,B0005481,0,0
Q000203,amazonbasics keyboard,B0010183,0,0
Q000203,amazonbasics keyboard,B0002863,0,0
Q000203,amazonbasics keyboard,B0016232,0,0
Q000203,amazonbasics keyboard,B0014280,0,0
Q000203,amazonbasics keyboard,B0009083,0,0
Q000203,amazonbasics keyboard,B0008762,0,0
Q000203,amazonbasics keyboard,B0004762,0,0
Q000203,amazonbasics keyboard,B0009953,0,0
Q000203,amazonbasics keyboard,B0008288,0,0
Q000203,amazonbasics keyboard,B0010784,0,0
Q000203,amazonbasics keyboard,B0011361,0,0
Q000203,amazonbasics keyboard,B0019250,0,0
Q000203,amazonbasics keyboard,B0003816,0,0
Q000203,amazonbasics keyboard,B0000443,0,0
Q000203,amazonbasics keyboard,B0006307,0,0
Q000203,amazonbasics keyboard,B0010336,0,0
Q000203,amazonbasics keyboard,B0017535,0,0
Q000203,amazonbasics keyboard,B0016733,0,0
Q000203,amazonbasics keyboard,B0014319,0,0
Q000203,amazonbasics keyboard,B0008143,0,0
Q000203,amazonbasics keyboard,B0002086,0,0
Q000203,amazonbasics keyboard,B0012284,2,1
Q000203,amazonbasics keyboard,B0001759,0,0
Q000203,amazonbasics keyboard,B0012699,0,0
Q000203,amazonbasics keyboard,B0004672,0,0
Q000203,amazonbasics keyboard,B0014266,0,0
Q000203,amazonbasics keyboard,B0013412,0,0
Q000203,amazonbasics keyboard,B0012465,0,0
Q000203,amazonbasics keyboard,B0006659,0,0
Q000203,amazonbasics keyboard,B0017224,0,0
Q000203,amazonbasics keyboard,B0004929,0,0
Q000203,amazonbasics keyboard,B0012703,2,1
Q000203,amazonbasics keyboard,B0003940,0,0
Q000204,jabra,B0015171,0,0
Q000204,jabra,B0004253,0,0
Q000204,jabra,B0004538,0,0
Q000204,jabra,B0002131,0,0
Q000204,jabra,B0016243,0,0
Q000204,jabra,B0018117,0,0
Q000204,jabra,B0012479,0,0
Q000204,jabra,B0007992,0,0
Q000204,jabra,B0003786,0,0
Q000204,jabra,B0003644,0,0
Q000204,jabra,B0007656,0,0
Q000204,jabra,B0001573,0,0
Q000204,jabra,B0002147,0,0
Q000204,jabra,B0003809,0,0
Q000204,jabra,B0004499,0,0
Q000204,jabra,B0014225,0,0
Q000204,jabra,B0001625,0,0
Q000204,jabra,B0006152,2,1
Q000204,jabra,B0005954,0,0
Q000204,jabra,B0005751,2,1
Q000204,jabra,B0001158,0,0
Q000204,jabra,B0013049,0,0
Q000204,jabra,B0006632,0,0
Q000204,jabra,B0017636,0,0
Q000204,jabra,B0014957,0,0
Q000204,jabra,B0007162,0,0
Q000204,jabra,B0015966,0,0
Q000204,jabra,B0004598,0,0
Q000204,jabra,B0001750,0,0
Q000204,jabra,B0011538,0,0
Q000204,jabra,B0013626,0,0
Q000204,jabra,B0009757,0,0
Q000204,jabra,B0016329,0,0
Q000205,aukey keyboard,B0019376,0,0
Q000205,aukey keyboard,B0005847,0,0
Q000205,aukey keyboard,B0006452,0,0
Q000205,aukey keyboard,B0003203,0,0
Q000205,aukey keyboard,B0013907,0,0
Q000205,aukey keyboard,B0002359,0,0
Q000205,aukey keyboard,B0000300,0,0
Q000205,aukey keyboard,B0015080,0,0
Q000205,aukey keyboard,B0013741,2,1
Q000205,aukey keyboard,B0018009,0,0
Q000205,aukey keyboard,B0000495,0,0
Q000205,aukey keyboard,B0002971,0,0
Q000205,aukey keyboard,B0004595,0,0
Q000205,aukey keyboard,B0006191,2,1
Q000205,aukey keyboard,B0011013,0,0
Q000205,aukey keyboard,B0011391,0,0
Q000205,aukey keyboard,B0019822,0,0
Q000205,aukey keyboard,B0005633,0,0
Q000205,aukey keyboard,B0013699,0,0
Q000205,aukey keyboard,B0001121,0,0
Q000205,aukey keyboard,B0010339,0,0
Q000205,aukey keyboard,B0003164,2,1
Q000205,aukey keyboard,B0003686,0,0
Q000205,aukey keyboard,B0007354,0,0
Q000205,aukey keyboard,B0015642,0,0
Q000205,aukey keyboard,B0007630,0,0
Q000205,aukey keyboard,B0002170,0,0
Q000205,aukey keyboard,B0015298,2,1
Q000205,aukey keyboard,B0014397,0,0
Q000205,aukey keyboard,B0001241,0,0
Q000205,aukey keyboard,B0002211,0,0
Q000205,aukey keyboard,B0010314,0,0
Q000205,aukey keyboard,B0015187,0,0
Q000205,aukey keyboard,B0015738,0,0
Q000205,aukey keyboard,B0004333,0,0
Q000205,aukey keyboard,B0017677,0,0
Q000205,aukey keyboard,B0005675,0,0
Q000205,aukey keyboard,B0015491,2,1
Q000205,aukey keyboard,B0004880,0,0
Q000205,aukey keyboard,B0003242,0,0
Q000205,aukey keyboard,B0000560,2,1
Q000206,wireless keyboard,B0018823,1,1
Q000206,wireless keyboard,B0005511,0,0
Q000206,wireless keyboard,B0001890,0,0
Q000206,wireless keyboard,B0017462,1,1
Q000206,wireless keyboard,B0017248,1,1
Q000206,wireless keyboard,B0014060,0,0
Q000206,wireless keyboard,B0002345,0,0
Q000206,wireless keyboard,B0011185,0,0
Q000206,wireless keyboard,B0019899,0,0
Q000206,wireless keyboard,B0010609,1,1
Q000206,wireless keyboard,B0002949,0,0
Q000206,wireless keyboard,B0014724,0,0
Q000206,wireless keyboard,B0002513,0,0
Q000206,wireless keyboard,B0016043,0,0
Q000206,wireless keyboard,B0014496,0,0
Q000206,wireless keyboard,B0004055,0,0
Q000206,wireless keyboard,B0016405,1,1
Q000206,wireless keyboard,B0002769,0,0
Q000206,wireless keyboard,B0014099,1,1
Q000206,wireless keyboard,B0009974,0,0
Q000206,wireless keyboard,B0007890,0,0
Q000206,wireless keyboard,B0011016,0,0
Q000206,wireless keyboard,B0018359,1,1
Q000206,wireless keyboard,B0018262,1,1
Q000206,wireless keyboard,B0019448,0,0
Q000206,wireless keyboard,B0003260,0,0
Q000206,wireless keyboard,B0003705,0,0
Q000206,wireless keyboard,B0016159,0,0
Q000206,wireless keyboard,B0010494,0,0
Q000206,wireless keyboard,B0016869,0,0
Q000206,wireless keyboard,B0001505,0,0
Q000206,wireless keyboard,B0005957,0,0
Q000206,wireless keyboard,B0014849,0,0
Q000206,wireless keyboard,B0010104,1,1
Q000206,wireless keyboard,B0008591,0,0
Q000206,wireless keyboard,B0013373,0,0
Q000206,wireless keyboard,B0017952,0,0
Q000206,wireless keyboard,B0017783,0,0
Q000206,wireless keyboard,B0004891,0,0
Q000207,sony products,B0010675,0,0
Q000207,sony products,B0019015,2,1
Q000207,sony products,B0002017,0,0
Q000207,sony products,B0016314,0,0
Q000207,sony products,B0018271,2,1
Q000207,sony products,B0006752,0,0
Q000207,sony products,B0005666,1,1
Q000207,sony products,B0018683,1,1
Q000207,sony products,B0019197,0,0
Q000207,sony products,B0009632,0,0
Q000207,sony products,B0007516,0,0
Q000207,sony products,B0009076,0,0
Q000207,sony products,B0013868,0,0
Q000207,sony products,B0011118,0,0
Q000207,sony products,B0002354,1,1
Q000207,sony products,B0010893,0,0
Q000207,sony products,B0017351,2,1
Q000207,sony products,B0006138,1,1
Q000207,sony products,B0006839,0,0
Q000207,sony products,B0014791,0,0
Q000207,sony products,B0004602,0,0
Q000207,sony products,B0014442,0,0
Q000207,sony products,B0003544,0,0
Q000207,sony products,B0006995,0,0
Q000207,sony products,B0005627,0,0
Q000207,sony products,B0014401,2,1
Q000207,sony products,B0002982,0,0
Q000207,sony products,B0008368,0,0
Q000207,sony products,B0014423,0,0
Q000207,sony products,B0014705,0,0
Q000207,sony products,B0017240,0,0
Q000208,battery,B0015405,0,0
Q000208,battery,B0003873,0,0
Q000208,battery,B0001909,0,0
Q000208,battery,B0007901,0,0
Q000208,battery,B0015248,0,0
Q000208,battery,B0010486,0,0
Q000208,battery,B0002327,0,0
Q000208,battery,B0013741,0,0
Q000208,battery,B0019809,0,0
Q000208,battery,B0014190,0,0
Q000208,battery,B0003311,0,0
Q000208,battery,B0018653,0,0
Q000208,battery,B0007599,0,0
Q000208,battery,B0018322,0,0
Q000208,battery,B0001656,0,0
Q000208,battery,B0014852,0,0
Q000208,battery,B0018008,0,0
Q000208,battery,B0007778,0,0
Q000208,battery,B0014186,0,0
Q000208,battery,B0008454,0,0
Q000208,battery,B0013788,0,0
Q000208,battery,B0003230,0,0
Q000208,battery,B0005819,0,0
Q000208,battery,B0018408,0,0
Q000208,battery,B0002186,0,0
Q000208,battery,B0015852,0,0
Q000208,battery,B0016703,0,0
Q000208,battery,B0010357,0,0
Q000208,battery,B0018504,0,0
Q000208,battery,B0014759,0,0
Q000208,battery,B0011541,0,0
Q000208,battery,B0008314,0,0
Q000208,battery,B0006675,0,0
Q000208,battery,B0008583,0,0
Q000208,battery,B0016718,0,0
Q000208,battery,B0000157,0,0
Q000208,battery,B0004960,0,0
Q000208,battery,B0018977,0,0
Q000208,battery,B0002575,0,0
Q000208,battery,B0018411,0,0
Q000208,battery,B0013354,0,0
Q000208,battery,B0009036,0,0
Q000208,battery,B0011856,0,0
Q000208,battery,B0013744,0,0
Q000209,best desk,B0009285,0,0
Q000209,best desk,B0004610,0,0
Q000209,best desk,B0010764,0,0
Q000209,best desk,B0004651,0,0
Q000209,best desk,B0013615,0,0
Q000209,best desk,B0016410,0,0
Q000209,best desk,B0005835,0,0
Q000209,best desk,B0000095,0,0
Q000209,best desk,B0004973,2,1
Q000209,best desk,B0003123,0,0
Q000209,best desk,B0018212,0,0
Q000209,best desk,B0014132,0,0
Q000209,best desk,B0007851,0,0
Q000209,best desk,B0000996,0,0
Q000209,best desk,B0018869,0,0
Q000209,best desk,B0019181,0,0
Q000209,best desk,B0000932,0,0
Q000209,best desk,B0013106,0,0
Q000209,best desk,B0011783,0,0
Q000209,best desk,B0015731,0,0
Q000209,best desk,B0012512,0,0
Q000209,best desk,B0004938,0,0
Q000209,best desk,B0005249,0,0
